BN/Registration number:	Organization name:	Status: 	Type of qualified donee:	Effective date of status:	Sanction 	Designation: 	Charity type: 	Category: 	Address:	City:	Province, territory, outside of Canada:	Country:	Postal code/Zip code:	
893668046RR0001	BAIE VERTE PENINSULA HEALTH CENTRE RESIDENTIAL FUNDRAISING FUN COMMITTEE	Revoked-Voluntary	Charity	2006-11-04		0001	Relief of Poverty	0001	BAIE VERTE PEN HEALTH CENTRE 	BAIE VERTE	NL	CA	A0K1B0
124108424RR0001	BAKER CENTRE HEALTH SERVICES INC.	Revoked-Failure to File	Charity	2002-06-22		0002	Other purposes beneficial to the community	0210	1 NORTHWESTERN AVE. 	TORONTO	ON	CA	M6M2J7
892721986RR0001	BAKER HEALTH CARE CAMPUS CORPORATION	Revoked-Voluntary	Charity	2026-03-21		0001	Other purposes beneficial to the community	0100	1 NORTHWESTERN AVENUE 	TORONTO	ON	CA	M6M2J7
118798479RR0001	BALDUR HEALTH DISTRICT	Revoked-Voluntary	Charity	1998-06-06		0001	Other purposes beneficial to the community	0100	BOX 128 	BALDUR	MB	CA	R0K0X0
106743339RR0001	BANFF NATIONAL PARK HEALTH UNIT	Revoked-Voluntary	Charity	1997-05-03		0001	Other purposes beneficial to the community	0100	P.O. BOX 1266 	BANFF	AB	CA	T0L0C0
894142462RR0001	BANNER COUNTY HEALTH FOUNDATION INC.	Revoked-Voluntary	Charity	2018-06-23		0002	Other purposes beneficial to the community	0210	BOX 1666 	RUSSELL	MB	CA	R0J1W0
118799402RR0001	BARRHEAD HEALTHCARE CENTRE AUXILIARY	Registered	Charity	1983-01-01		0001	Other purposes beneficial to the community	0110	4815-51 AVE 	BARRHEAD	AB	CA	T7N1M1
130188980RR0001	BARRIE COMMUNITY HEALTH CENTRE	Registered	Charity	1999-04-01		0001	Other purposes beneficial to the community	0100	490 HURONIA RD 	BARRIE	ON	CA	L4N6M2
876115908RR0001	BASIC HEALTH INTERNATIONAL FOUNDATION (BHIF)	Registered	Charity	2003-09-24		0003	Other purposes beneficial to the community	0120	PO BOX 40 	WATERTON PARK	AB	CA	T0K2M0
890033996RR0001	BASSANO AND DISTRICT HEALTH FOUNDATION	Registered	Charity	1996-08-28		0001	Other purposes beneficial to the community	0210	PO BOX 120 	BASSANO	AB	CA	T0J0B0
106776065RR0001	BATTLEFORDS INDIAN HEALTH CENTRE INC	Revoked-Failure to File	Charity	1994-04-16		0001	Other purposes beneficial to the community	0100	PO BOX 250 	NORTH BAFTTLEFORD	SK	CA	S9A2Y1
895259331RR0001	BAYVIEW COMMUNITIES HEALTH FOUNDATION	Registered	Charity	1995-04-01		0002	Other purposes beneficial to the community	0210	BAYVIEW MEMORIAL HEALTH CENTRE 	ADVOCATE HARBOUR	NS	CA	B0M1A0
830323838RR0001	BC Emergency Health Services Foundation	Registered	Charity	2013-11-27		0001	Other purposes beneficial to the community	0110	200 - 1333 BROADWAY W 	VANCOUVER	BC	CA	V6H4C1
886720655RR0001	BC PUBLIC HEALTH SOCIETY	Revoked-Failure to File	Charity	2000-04-08		0001	Advancement of Education	0011	166 ASPEN PLACE 	PENTICTON	BC	CA	V2A6N2
890267537RR0001	BC WOMEN'S HEALTH FOUNDATION	Registered	Charity	1995-08-22		0002	Other purposes beneficial to the community	0210	ROOM D310  4500 OAK STREET 	VANCOUVER	BC	CA	V6H3N1
798460234RR0001	BCDA Oral Health Foundation	Registered	Charity	2025-08-19		0001	Other purposes beneficial to the community	0100	2200 - 700 GEORGIA ST W 	VANCOUVER	BC	CA	V7Y1K8
897385654RR0001	BEAR RIVER AND AREA COMMUNITY HEALTH CLINIC	Registered	Charity	1994-06-07		0001	Other purposes beneficial to the community	0110	PO BOX 85 1112 OLD RIVER ROAD	BEAR RIVER	NS	CA	B0S1B0
889849634RR0001	BEAUSEJOUR AND DISTRICT HEALTH FACILITIES FOUNDATION INC	Revoked-Failure to File	Charity	2005-04-23		0002	Other purposes beneficial to the community	0210	151 1ST ST S BOX 1178	BEAUSEJOUR	MB	CA	R0E0C0
891903007RR0001	BEAVER RIVER HEALTH CARE FOUNDATION INC.	Registered	Charity	2003-11-19		0001	Other purposes beneficial to the community	0210	BOX 176 	GOODSOIL	SK	CA	S0M1A0
118802321RR0001	BEECHY LADIES HEALTH CARE AUX INC	Revoked-Voluntary	Charity	2002-06-01		0001	Other purposes beneficial to the community	0110	P.O. BOX 256 	BEECHY	SK	CA	S0L0C0
890934946RR0001	BEST START HEALTH COALITION	Revoked-Voluntary	Charity	2015-02-28		0001	Other purposes beneficial to the community	0100	4 ROBERT SPECK.PKWY, SUITE 1600	MISSISSAUGA	ON	CA	L4Z1S1
118806595RR0001	BETHESDA HEALTH AND SOCIAL SERVICES DISTRICT BOARD	Revoked-Voluntary	Charity	1998-08-08		0001	Other purposes beneficial to the community	0100	BOX 939 	STEINBACH	MB	CA	R0A2A0
848888749RR0001	BETHESDA REGIONAL HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	2024-02-24		0001	Other purposes beneficial to the community	0110	11 - 350 STONE BRIDGE CROSS 	STEINBACH	MB	CA	R5G0B2
834982720RR0001	BETTER LIVING HEALTH AND COMMUNITY SERVICES	Registered	Charity	2007-04-01		0001	Other purposes beneficial to the community	0200	1 OVERLAND DRIVE 	NORTH YORK	ON	CA	M3C2C3
132644287RR0001	BHF BUILDING HEALTHY FAMILIES SOCIETY	Registered	Charity	1991-04-01		0001	Other purposes beneficial to the community	0160	1390 KLO RD 	KELOWNA	BC	CA	V1W3P6
118809912RR0001	BIRCH HILLS HEALTH CARE AUXILIARY	Revoked-Voluntary	Charity	1997-05-03		0001	Other purposes beneficial to the community	0110	BOX 756 	BIRCH HILLS	SK	CA	S0J0G0
118810597RR0001	BIRTLE HEALTH SERVICES DISTRICT	Revoked-Voluntary	Charity	1998-07-04		0001	Other purposes beneficial to the community	0100	BOX 10 	BIRTLE	MB	CA	R0M0C0
129633731RR0001	BLACK CREEK COMMUNITY HEALTH CENTRE	Registered	Charity	1991-04-01		0001	Other purposes beneficial to the community	0100	5 - 2202 JANE ST 	NORTH YORK	ON	CA	M3M1A4
752413534RR0001	BLACK MENTAL HEALTH CANADA INC	Registered	Charity	2020-01-09		0003	Other purposes beneficial to the community	0210	200A - 420 BRITANNIA RD E 	MISSISSAUGA	ON	CA	L4Z3L5
107572042RR0001	BLANCHE RIVER HEALTH	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	145 GOVERNMENT ROAD EAST 	KIRKLAND LAKE	ON	CA	P2N3P4
118983014RR0001	BLANCHE RIVER HEALTH FOUNDATION	Registered	Charity	1985-01-01		0002	Other purposes beneficial to the community	0210	BAG SERVICE 3000 	KIRKLAND LAKE	ON	CA	P2N3P4
846381549RR0001	BLANKETS OF LOVE FOUNDATION FOR MENTAL HEALTH	Registered	Charity	2005-01-13		0001	Other purposes beneficial to the community	0110	23 MONTCALM CRESCENT 	ST. ALBERT	AB	CA	T8N2C8
107954927RR0001	BLUEWATER HEALTH	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	89 NORMAN STREET 	SARNIA	ON	CA	N7T6S3
869394163RR0001	BLUEWATER HEALTH FOUNDATION	Registered	Charity	1998-02-04		0002	Other purposes beneficial to the community	0210	89 NORMAN STREET 	SARNIA	ON	CA	N7T6S3
125329490RR0001	BOARD OF HEALTH FOR THE ALGOMA HEALTH UNIT	Registered	Charity	2002-04-03		0001	Other purposes beneficial to the community	0100	294 WILLOW AVE 	SAULT STE. MARIE	ON	CA	P6B0A9
107564742RR0001	BOARD OF HEALTH FOR THE KENT-CHATHAM HEALTH UNIT	Revoked-Voluntary	Charity	2000-03-18		0001	Other purposes beneficial to the community	0100	MUNICIPALITY OF CHATHAM-KENT P.O. BOX 640	CHATHAM	ON	CA	N7M5K8
892427444RR0001	BOISSEVAIN HEALTH CENTRE AUXILIARY	Registered	Charity	1990-07-01		0001	Other purposes beneficial to the community	0110	BOX 403 	BOISSEVAIN	MB	CA	R0K0E0
889651865RR0001	BOISSEVAIN HEALTH DISTRICT FOUNDATION INC	Revoked-Voluntary	Charity	1998-03-14		0002	Other purposes beneficial to the community	0210	BOX 899 	BOISSEVAIN	MB	CA	R0K0E0
118813203RR0001	BOISSEVAIN HEALTH, FITNESS, & RECREATION CENTER INC	Revoked-Failure to File	Charity	2000-02-05		0001	Other purposes beneficial to the community	0200	BOX 1282 	BOISSEVAIN	MB	CA	R0K0E0
880595624RR0001	BONNE BAY COMMUNITY HEALTH FOUNDATION	Revoked-Failure to File	Charity	2002-03-02		0002	Other purposes beneficial to the community	0210	P.O. BOX 268 	NORRIS POINT	NL	CA	A0K3V0
866399488RR0001	BONNYVILLE HEALTH FOUNDATION	Registered	Charity	1998-06-30		0001	Other purposes beneficial to the community	0110	5001 LAKESHORE DR 	BONNYVILLE	AB	CA	T9N0G8
119285310RR0001	BOREAL HEALTHCARE FOUNDATION INC.	Registered	Charity	1987-11-27		0002	Other purposes beneficial to the community	0210	1200-24TH STREET WEST 	PRINCE ALBERT	SK	CA	S6V5T4
888580990RR0001	BOUNDARY HEALTH SERVICES SOCIETY	Revoked-Failure to File	Charity	2000-02-19		0001	Other purposes beneficial to the community	0110	14265 56 AVE 	SURREY	BC	CA	V3X3A4
118805472RR0001	BOUNDARY TRAILS HEALTH CENTRE AUXILIARY	Registered	Charity	1982-04-01		0001	Other purposes beneficial to the community	0110	17 WILLOWDALE CRESCENT 	WINKLER	MB	CA	R6W1E4
864734991RR0001	BOUNDARY TRAILS HEALTH CENTRE FOUNDATION INC	Registered	Charity	2001-03-26		0002	Other purposes beneficial to the community	0210	PO BOX 2000 STN MAIN 	WINKLER	MB	CA	R6W1H8
888416047RR0001	BOUNDRY TRAILS HEALTH DISTRICT	Revoked-Voluntary	Charity	1998-05-23		0001	Other purposes beneficial to the community	0100	P O BOX 1070 	WINKLER	MB	CA	R6W4B1
890718984RR0001	BOW ISLAND AND DISTRICT HEALTH FOUNDATION	Registered	Charity	1996-04-01		0001	Other purposes beneficial to the community	0110	P.O. BAG 3990 	BOW ISLAND	AB	CA	T0K0G0
857591739RR0001	BOYLE HEALTHCARE CENTRE AUXILIARY	Registered	Charity	2003-03-21		0002	Other purposes beneficial to the community	0110	5004 LAKEVIEW ROAD BOX 330	BOYLE	AB	CA	T0A0M0
118814367RR0001	BOYLE-MCCAULEY HEALTH CENTRE SOCIETY	Registered	Charity	1979-11-02		0001	Other purposes beneficial to the community	0100	10628 96 ST NW 	EDMONTON	AB	CA	T5H2J2
890213648RR0001	BRANDON REGIONAL HEALTH AUTHORITY AND WESTMAN LAB ALL CHARITIES COMMITTEE	Revoked-Failure to File	Charity	2007-03-17		0003	Other purposes beneficial to the community	0210	150 MCTAVISH AVE E 	BRANDON	MB	CA	R7A2B3
108219809RR0001	BRANDON REGIONAL HEALTH CENTRE AUXILIARY INC.	Registered	Charity	1990-10-09		0002	Other purposes beneficial to the community	0210	150 MCTAVISH AVE E 	BRANDON	MB	CA	R7A2B3
118817014RR0001	BRANT COMMUNITY HEALTHCARE SYSTEM	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	200 TERRACE HILL ST. 	BRANTFORD	ON	CA	N3R1G9
119217065RR0001	BRANT COMMUNITY HEALTHCARE SYSTEM FOUNDATION	Registered	Charity	1977-06-20		0002	Other purposes beneficial to the community	0210	200 TERRACE HILL ST 	BRANTFORD	ON	CA	N3R1G9
874782014RR0001	BRIDGEPOINT HEALTH	Registered	Charity	2001-11-13		0002	Other purposes beneficial to the community	0160	1 BRIDGEPOINT DR 	TORONTO	ON	CA	M4M2B5
853843324RR0001	BRIDGES COMMUNITY HEALTH CENTRE CORPORATION	Registered	Charity	2008-05-22		0001	Other purposes beneficial to the community	0100	1485 GARRISON ROAD 	FORT ERIE	ON	CA	L2A1P8
108083551RR0001	BRIGHTSHORES HEALTH SYSTEM	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	PO BOX 1800 1800 8TH ST E	OWEN SOUND	ON	CA	N4K6M9
865630016RR0001	BRIGHTSHORES HEALTH SYSTEM WIARTON AUXILIARY	Registered	Charity	2002-03-01		0001	Other purposes beneficial to the community	0110	369 MARY STREET 	WIARTON	ON	CA	N0H2T0
870704442RR0001	BRITISH COLUMBIA ASSOCIATION OF HEALTH-CARE AUXILIARIES TRIBUTE FUND	Registered	Charity	1992-04-30		0001	Advancement of Education	0011	200 1333 WEST BROADWAY 	VANCOUVER	BC	CA	V6H4C6
132023128RR0002	BRITISH COLUMBIA ASSOCIATION OF HEALTHCARE AUXILIARIES	Registered	Charity	1994-01-01		0001	Other purposes beneficial to the community	0110	682 MONTCALM RD 	TRAIL	BC	CA	V1R2J8
108074113RR0001	BRITISH COLUMBIA MENTAL HEALTH SOCIETY	Revoked-Voluntary	Charity	2003-03-15		0001	Other purposes beneficial to the community	0100	500 LOUGHEED HIGHWAY 	PORT COQUITLAM	BC	CA	V3C4J2
139136717RR0001	BRITISH COLUMBIA WOMEN'S HOSPITAL AND HEALTH CENTRE SOCIETY	Revoked-Voluntary	Charity	1998-02-28		0001	Other purposes beneficial to the community	0100	4500 OAK ST 	VANCOUVER	BC	CA	V6H3N1
889632162RR0001	BROOKS AND DISTRICT HEALTH FOUNDATION	Registered	Charity	1996-04-01		0001	Other purposes beneficial to the community	0210	BAG 300 	BROOKS	AB	CA	T1R1B3
716407283RR0001	BROSSCARE HEALTH SOCIETY	Registered	Charity	2019-04-18		0001	Other purposes beneficial to the community	0100	3260 5TH W AVE 	VANCOUVER	BC	CA	V6K1V4
135119741RR0001	BRUCE MENTAL HEALTH SUPPORT SERVICES	Revoked-Voluntary	Charity	2006-07-15		0001	Relief of Poverty	0001	170 BARNEY'S BLVD RR 1	MILLER LAKE	ON	CA	N0H1Z0
872740766RR0001	BRUYÈRE HEALTH / SANTÉ BRUYÈRE	Registered	Charity	1999-04-01		0001	Other purposes beneficial to the community	0100	43 BRUYERE ST 	OTTAWA	ON	CA	K1N5C8
888460441RR0001	BRUYÈRE HEALTH FOUNDATION / FONDATION SANTÉ BRUYÈRE	Registered	Charity	1995-08-21		0002	Other purposes beneficial to the community	0210	43 BRUYERE ST 	OTTAWA	ON	CA	K1N5C8
119235026RR0001	BRUYÈRE HEALTH RESEARCH INSTITUTE / INSTITUT DE RECHERCHE SANTÉ BRUYÈRE	Registered	Charity	2002-04-01		0001	Other purposes beneficial to the community	0210	43 BRUYERE STREET 	OTTAWA	ON	CA	K1N5C8
891278335RR0001	BURNS LAKE & DISTRICT HEALTH-CARE AUXILIARY	Registered	Charity	1996-01-22		0001	Other purposes beneficial to the community	0110	PO BOX 597 	BURNS LAKE	BC	CA	V0J1E0
893834697RR0001	Calgary Health Foundation	Registered	Charity	1996-05-17		0002	Other purposes beneficial to the community	0210	1500 - 333 11 AVE SW 	CALGARY	AB	CA	T2R1L9
118836238RR0001	Canadian Association for Global Health / Association Canadienne pour la santé mondiale	Registered	Charity	1977-08-11		0001	Other purposes beneficial to the community	0100	PO BOX 189 STN B 	OTTAWA	ON	CA	K1P6C4
751115924RR0001	Canadian Centre for Aging & Brain Health Innovation Advancement Inc.	Registered	Charity	2018-04-01		0001	Advancement of Education	0014	3560 BATHURST STREET, 	TORONTO	ON	CA	M6A2E1
750673717RR0001	Canadian Centre for Mental Health and Sport / Centre canadien de la santé mentale et du sport	Registered	Charity	2019-04-01		0001	Other purposes beneficial to the community	0100	17064 - 1937 PORTOBELLO BLVD 	ORLEANS	ON	CA	K4A4W9
828374116RR0001	Canadian Coalition for Green Health Care Inc.	Registered	Charity	2025-05-04		0001	Advancement of Education	0014	2808 GOVERNOR'S RD 	LYNDEN	ON	CA	L0R1T0
734470123RR0001	Canadian Foundation for Health and Prosperity	Registered	Charity	2017-05-01		0001	Relief of Poverty	0001	285 MUTUAL STREET, SUITE 1705 	TORONTO	ON	CA	M4Y3C5
812877157RR0001	Canadian Health and Fitness Institute	Registered	Charity	2008-03-17		0002	Other purposes beneficial to the community	0210	510 - 2695 GRANVILLE ST 	VANCOUVER	BC	CA	V6H3H4
742323082RR0001	Canadian Health Foundation	Registered	Charity	2019-04-08		0001	Other purposes beneficial to the community	0100	255 DUNCAN MILL ROAD SUITE 203	TORONTO	ON	CA	M3B3H9
890673171RR0001	Canadian Health Libraries Association / Association des bibliothèques de la santé du Canada	Registered	Charity	1996-01-01		0001	Other purposes beneficial to the community	0200	200 - 40 EGLINTON AVE E 	TORONTO	ON	CA	M4P3A2
833807803RR0001	Canadian Health, Immunization and Learning Development Foundation	Registered	Charity	2011-06-10		0001	Other purposes beneficial to the community	0100	66 ASPEN RIDGE WAY SW 	CALGARY	AB	CA	T3H5M2
129904058RR0001	Canadian Institute for Advancements in Mental Health	Registered	Charity	1979-02-02		0001	Other purposes beneficial to the community	0100	300 - 95 KING ST E 	TORONTO	ON	CA	M5C1G4
819747080RR0001	Canadian Men's Health Foundation	Registered	Charity	2012-10-29		0001	Other purposes beneficial to the community	0110	210 - 233 1ST ST W 	NORTH VANCOUVER	BC	CA	V7M1B3
106863897RR0001	Canadian Mental Health Association - Portage Branch Central Region Inc.	Revoked-Failure to File	Charity	2024-07-20		0001	Other purposes beneficial to the community	0100	102 1ST ST NW 	PORTAGE LA PRAIRIE	MB	CA	R1N1Y9
884414582RR0001	Canadian Mental Health Association of New Brunswick Inc. / Association canadienne pour la santé mentale du Nouveau-Brunswick Inc.	Registered	Charity	1974-12-01		0001	Other purposes beneficial to the community	0110	1A - 557 SAINT MARYS ST 	FREDERICTON	NB	CA	E3A8H4
106863954RR0001	Canadian Mental Health Association Vancouver-Burnaby Branch	Revoked-Voluntary	Charity	2016-02-20		0001	Other purposes beneficial to the community	0100	110-2425 QUEBEC ST 	VANCOUVER	BC	CA	V5T4L6
118834191RR0001	Canadian Mental Health Association, Brant-Haldimand-Norfolk Branch	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	203-44 KING ST 	BRANTFORD	ON	CA	N3T3C7
808204820RR0001	Canadian Mental Health Association, Kenora Branch	Registered	Charity	2014-04-01		0001	Other purposes beneficial to the community	0100	227 SECOND ST S 	KENORA	ON	CA	P9N1G1
838790517RR0001	Canadian Mental Health Association, Lambton Kent Branch	Registered	Charity	2011-09-15		0001	Other purposes beneficial to the community	0100	SUITE 100 240 GRAND AVENUE WEST	CHATHAM	ON	CA	N7L1C1
131801714RR0001	Canadian Mental Health Association, Manitoba and Winnipeg Inc.	Registered	Charity	1986-01-01		0001	Other purposes beneficial to the community	0100	930 PORTAGE AVE 	WINNIPEG	MB	CA	R3G0P8
140818899RR0001	Canadian Mental Health Association, Muskoka - Parry Sound Branch	Registered	Charity	1994-07-20		0001	Other purposes beneficial to the community	0100	173-202 MANITOBA ST 	BRACEBRIDGE	ON	CA	P1L1S3
118834399RR0001	Canadian Mental Health Association, Simon Fraser Branch	Revoked-Voluntary	Charity	2016-02-20		0001	Other purposes beneficial to the community	0100	110-2425 QUEBEC ST 	VANCOUVER	BC	CA	V5T4L6
811691922RR0001	Canadian Mental Health Association, Vancouver-Fraser Branch	Registered	Charity	2015-06-11		0001	Other purposes beneficial to the community	0110	110 - 2425 QUEBEC ST 	VANCOUVER	BC	CA	V5T4L6
118834183RR0001	Canadian Mental Health Association, Waterloo Wellington Branch	Registered	Charity	1967-01-01		0001	Other purposes beneficial to the community	0100	737 WOOLWICH ST 	GUELPH	ON	CA	N1H3Z2
841562325RR0001	Canadian Mental Health Association, Yarmouth, Digby, Shelburne Branch	Registered	Charity	2007-04-01		0001	Other purposes beneficial to the community	0110	PO BOX 312 STN MAIN 	YARMOUTH	NS	CA	B5A4B3
872075940RR0002	Canadian Mental Health Association, Yukon Division	Registered	Charity	2016-04-13		0001	Other purposes beneficial to the community	0100	415 BAXTER ST 	WHITEHORSE	YT	CA	Y1A2T6
833497407RR0001	Canadian Neurovascular Health Society	Registered	Charity	2011-12-02		0001	Advancement of Education	0014	3098 MIDLAND RD 	VICTORIA	BC	CA	V8R6P2
824061246RR0001	Canadian Nutrition Society Food for Health Foundation	Registered	Charity	2014-03-07		0001	Advancement of Education	0014	1867 LA CHAPELLE ST 	ORLEANS	ON	CA	K1C6A8
802203539RR0001	Canadian Organization For Yoga And Mental Health Inc.	Revoked-Failure to File	Charity	2024-10-19		0001	Other purposes beneficial to the community	0110	38 WALPOLE AVE 	TORONTO	ON	CA	M4L2H9
816889604RR0001	Canadian Society for Circumpolar Health	Registered	Charity	1985-07-01		0001	Other purposes beneficial to the community	0110	PO BOX 2000 STN LCD 	HAMILTON	ON	CA	L8N3Z5
777914201RR0001	Canadian Society for Development, Aid, and Sustainable Health Abroad (CanDASHA)	Registered	Charity	2025-09-16		0001	Other purposes beneficial to the community	0100	13107 109 AVE NW 	EDMONTON	AB	CA	T5M2G2
827289315RR0001	Canadian Virtual Health Library / Bibliothèque virtuelle canadienne de la santé	Revoked-Failure to File	Charity	2014-10-04		0001	Other purposes beneficial to the community	0110	2722 WEST 3RD AVENUE 	VANCOUVER	BC	CA	V6K1M5
878081520RR0001	Canadian Women's Health Network Inc. / Le Réseau canadien pour la santé des femmes	Revoked-Voluntary	Charity	2019-04-27		0001	Other purposes beneficial to the community	0110	40 ALLOWAY AVE 	WINNIPEG	MB	CA	R3G0Z8
747052132RR0001	Canadians of African Descent Health Organization / Organisation de la Santé des Canadiens d'Origine Africaine	Registered	Charity	2024-10-15		0001	Other purposes beneficial to the community	0110	2644 FALLINGWATER CIR 	NEPEAN	ON	CA	K2J0R6
845019207RR0001	Canpak Health & Education Development Association	Registered	Charity	2012-01-01		0001	Advancement of Education	0010	96 DUFFERIN AVENUE, 	BRANTFORD	ON	CA	N3T4P8
806480448RR0001	CanHealth International	Registered	Charity	2016-01-01		0001	Advancement of Education	0011	649-550 WEST BROADWAY 	VANCOUVER	BC	CA	V5Z0E9
759986672RR0001	CanHelp Through Healthcare	Registered	Charity	2023-03-01		0001	Other purposes beneficial to the community	0100	1040 MEJEMI LANE RR 1	GRAVENHURST	ON	CA	P1P1R1
834682957RR0001	Cape Breton Health Recreation Complex Corporation	Registered	Charity	2009-07-01		0001	Other purposes beneficial to the community	0200	1250 GRAND LAKE ROAD 	SYDNEY	NS	CA	B1P6L2
886924992RR0001	Cape Breton Mental Health Foundation	Revoked-Voluntary	Charity	2016-05-28		0002	Other purposes beneficial to the community	0210	1482 GEORGE STREET 	SYDNEY	NS	CA	B1P1P3
106864010RR0002	Capital Region Mental Health & Addictions Association, Inc.	Registered	Charity	1992-05-15		0001	Relief of Poverty	0001	65 BRUNSWICK ST 	FREDERICTON	NB	CA	E3B1G5
826778763RR0001	Carefirst Family Health Team	Registered	Charity	2007-05-09		0001	Other purposes beneficial to the community	0100	300 SILVER STAR BLVD 	SCARBOROUGH	ON	CA	M1V0G2
106874670RR0001	Carlington Community Health Centre / Centre de santé communautaire Carlington	Registered	Charity	1986-01-01		0001	Other purposes beneficial to the community	0160	900 MERIVALE RD 	OTTAWA	ON	CA	K1Z5Z8
